Type,Title,Location,Bedrooms,Bathrooms,Space,Price
Apartment,apartment sale almasrwia new cairo 195 garden view,"Al masrawya, South Investors Area, New Cairo City, Cairo",3 bedrooms,2 bathrooms,196 sqm,Ask for price
Apartment,Apartment 5% dp/ 9 yrs Hassan Allam Mostakbal city,"HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,2 bathrooms,185 sqm,"180,000 EGP"
Apartment,Apartment W/Garden for sale in Allegria Residence,"Allegria, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,4 bathrooms,200 sqm,"7,962,000 EGP"
Apartment,studio for sale in new giza compound zayed city,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",1 bedroom,1 bathroom,90 sqm,"3,175,000 EGP"
Villa,Stand alone villas ultra lux with swimming pool,"Hacienda Bay, Sidi Abdel Rahman, North Coast",4 bedrooms,4 bathrooms,650 sqm,"11,000,000 EGP"
Chalet,"Chalet Ground Floor For Sale In Bianchi Northcoast, Fully Furnished","Bianchi, Sidi Abdel Rahman, North Coast",2 bedrooms,2 bathrooms,140 sqm,"4,700,000 EGP"
Chalet,"Chalet + roof 150m finished , prime location , installments 9 years","Bianchi, Sidi Abdel Rahman, North Coast",3 bedrooms,4 bathrooms,150 sqm,"3,993,000 EGP"
Apartment,installments over 8 years in Fifth Square Own your Apartment with the Lowest Down Payment,"Fifth Square, North Investors Area, New Cairo City, Cairo",3 bedrooms,3 bathrooms,168 sqm,"212,000 EGP"
Villa,Ready To Move Standalone Villa At Badya Installment Over almost 10 Years,"Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,197 sqm,"7,166,800 EGP"
Villa,Own your villa with a 30% discount with the strongest developer in the Administrative Capital,"Midtown Solo, New Capital Compounds, New Capital City, Cairo",7 bedrooms,7 bathrooms,500 sqm,"10,220,000 EGP"
Apartment,"Apartment for sale fully finished with ACs, immediate receipt","Fifth Square, North Investors Area, New Cairo City, Cairo",3 bedrooms,3 bathrooms,192 sqm,"4,800,000 EGP"
Apartment,Apartment for sale in Sawari compound 158 m,"Moharam Bek, Hay Wasat, Alexandria",3 bedrooms,3 bathrooms,158 sqm,"3,002,000 EGP"
Land,Land for sale in the middle ring green belt direct,"Green Belt, 6 October City, Giza","21,000 sqm",,,Ask for price
Duplex,"Move Today to a superlux duplex 190m, fully finished with central ACs, appliances and kitchen","Porto New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,190 sqm,"3,300,000 EGP"
Chalet,with down payment 90K- 10 years payment plan - Chalet 75m,"G-Bay, Al Ain Al Sokhna, Suez",2 bedrooms,2 bathrooms,75 sqm,"900,000 EGP"
Apartment,"Apartment for sale in front of Wadi Degla Club, October, Super Lux","Al Maahad from Al Central St., 1st District, 6 October City, Giza",3 bedrooms,2 bathrooms,170 sqm,Ask for price
Villa,Villa Marseilia 4|prime view|finished& furnished,"Marseilia Beach 4, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,185 sqm,"3,950,000 EGP"
Apartment,Finished Apartment Delivery One Year Zero Down Payment Over 10 Years At Badya,"Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,174 sqm,"4,000,000 EGP"
Apartment,apartment 141M in Mazarine residence compound,"Mazarine, New Alamein City, North Coast",2 bedrooms,2 bathrooms,141 sqm,"4,230,000 EGP"
Apartment,"Apartment 182m in IL bosco, Ready to move in the capital, with 5% down payment","IL Bosco City, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,3 bathrooms,179 sqm,"3,197,000 EGP"
Apartment,For lovers of opportunities live in advance! 156m view in installments,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,2 bathrooms,156 sqm,"308,000 EGP"
Chalet,Fully finished chalet on the coast in sea view compound and installments on 7 s,"Sea View, Qesm Ad Dabaah, North Coast",6 bedrooms,6 bathrooms,120 sqm,"297,000 EGP"
Villa,"Villa for immediate delivery, finished in installments up to 10 years","New Capital City, Cairo",5 bedrooms,4 bathrooms,387 sqm,"250,000 EGP"
iVilla,Ready to Move Great Duplex Garden in LaMirada,"La Mirada Compound, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,3 bathrooms,485 sqm,"5,500,000 EGP"
Villa,OPPORTUNITY Simi finished VILLA under market price,"Solaimaneyah Gardens, 4th District, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,224 sqm,"1,850,000 EGP"
Apartment,Invest now at new capital apartment 90m 1bedroom .,"Midtown Sky, New Capital Compounds, New Capital City, Cairo",1 bedroom,1 bathroom,90 sqm,"110,000 EGP"
Townhouse,Immediate delivered Town Corner under market price,"Al Patio 5, El Patio, El Shorouk Compounds, Shorouk City, Cairo",3 bedrooms,3 bathrooms,220 sqm,"4,200,000 EGP"
Villa,2nd row lake//prime location // next to pool //,"Marassi, Sidi Abdel Rahman, North Coast",5 bedrooms,6 bathrooms,623 sqm,"27,675,000 EGP"
Apartment,Apartment 120m in El Attal Compound in R7 with a down payment of 10% over 7 years,"Park Lane, New Capital Compounds, New Capital City, Cairo",2 bedrooms,2 bathrooms,120 sqm,"1,600,000 EGP"
Duplex,"Duplex with an area of 350 m + garden 60 m Price per square meter: 7,250","Roses, New Capital Compounds, New Capital City, Cairo",4 bedrooms,4 bathrooms,350 sqm,"2,682,500 EGP"
Apartment,"For sale in Palm Hills, an apartment for immediate delivery over 10 years","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,183 sqm,"3,100,000 EGP"
Chalet,Chalet for Sale in La Vista bay North Coast .,"La Vista Bay, La Vista, Qesm Ad Dabaah, North Coast",3 bedrooms,2 bathrooms,150 sqm,"4,500,000 EGP"
Villa,Own your villa - the pest location with Naguib Sawiris Zed East,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,544 sqm,"2,000,000 EGP"
Apartment,Apartment for sale in Gardenia 120 m,"The 5th Settlement, New Cairo City, Cairo",2 bedrooms,1 bathroom,120 sqm,"789,998 EGP"
Apartment,good price + prime location - 8 years installments!,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2 bedrooms,2 bathrooms,111 sqm,"1,900,000 EGP"
Apartment,,"Sawary, Alexandria Compounds, Alexandria",3 bedrooms,3 bathrooms,181 sqm,"3,959,999 EGP"
Villa,villa in Silver sands North Coast by Ora Developers,"Silver Sands, Qesm Marsa Matrouh, North Coast",3 bedrooms,6 bathrooms,170 sqm,"11,000,000 EGP"
Penthouse,"Penthouse with roof 120m finished in NewCairo, 30%DP","Fifth Square, North Investors Area, New Cairo City, Cairo",4 bedrooms,3 bathrooms,187 sqm,"1,350,000 EGP"
Apartment,Apartment with garden on the view for sale with DP10%,"De Joya, New Capital Compounds, New Capital City, Cairo",3 bedrooms,2 bathrooms,"247,000 sqm","247,000 EGP"
Twin House,Twin house | La Vista Cascada | Owner's finishing,"La Vista Cascada, Al Alamein, North Coast",5 bathrooms,280 sqm,,"9,500,000 EGP"
Chalet,chalet for sale with 10% Down payment in Cali coast,"Cali Coast, Ras Al Hekma, North Coast",2 bedrooms,1 bathroom,75 sqm,"1,846,000 EGP"
Apartment,luxurious apartment for sale at korba prime location,"Cleopatra St., El Korba, Heliopolis - Masr El Gedida, Cairo",3 bedrooms,2 bathrooms,350 sqm,"4,750,000 EGP"
Apartment,with down payment 265K - 9 years payment plan -apartment 155m - 3 bedrooms,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,153 sqm,"265,000 EGP"
Villa,Stand alone Villa in Compound Grand Heights from owner,"Grand Heights, Northern Expansions, 6 October City, Giza",6 bedrooms,6 bathrooms,409 sqm,Ask for price
Apartment,10% down payment & installments from 5 to 7 years,"Sawary, Alexandria Compounds, Alexandria",2 bedrooms,2 bathrooms,101 sqm,"2,070,500 EGP"
Apartment,8 Y installments- See &lagoon View-the gate towers,"The Gate Towers, New Alamein City, North Coast",3 bedrooms,2 bathrooms,175 sqm,"1,000,000 EGP"
Apartment,3 bedrooms|DP 10%| prime Location|cash discount,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,164 sqm,"3,120,000 EGP"
Townhouse,Townhouse For Sale251m Elburouj Delivered Finished,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3 bedrooms,3 bathrooms,251 sqm,"3,600,000 EGP"
Apartment,Apartments Ready to Deliver with only 12% Down payment,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2 bedrooms,2 bathrooms,122 sqm,"1,800,000 EGP"
Villa,Fully finished standalone delivery in AlMaqsad,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",6 bedrooms,6 bathrooms,570 sqm,Ask for price
Apartment,Apartment with garden zero down payment - ready,"Capital Gardens Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2 bedrooms,3 bathrooms,168 sqm,"2,240,000 EGP"
Apartment,0%down payment- ready to move palm hills-mostakbal,"Capital Gardens Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,4 bathrooms,206 sqm,"2,640,000 EGP"
Chalet,,"Lavento Oyoun Mousa, Ras Sedr, South Sainai",2 bedrooms,2 bathrooms,95 sqm,"1,100,000 EGP"
Villa,6 Bedrooms | 2.856.000 Down Payment | 476.000 Quarterly installment,"Stella Sidi Abdel Rahman, Sidi Abdel Rahman, North Coast",6 bedrooms,5 bathrooms,500 sqm,"8,500,000 EGP"
Villa,3 Bedrooms | 2.520.000 Down Payment | 420.000 Quarterly installment,"Porto Cairo Residence, The 1st Settlement, New Cairo City, Cairo",5 bedrooms,5 bathrooms,570 sqm,"8,360,000 EGP"
Townhouse,,"Mehwar Al Taameer Road, King Mariout, Hay Al Amereyah, Alexandria",3 bedrooms,2 bathrooms,198 sqm,"4,756,000 EGP"
Chalet,For sale chalet with garden in Marina - Marassi directly on the pool,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,151 sqm,"12,500,000 EGP"
Chalet,Fully finished chalet for sale Marina marassi North coast,"Marassi, Sidi Abdel Rahman, North Coast",2 bedrooms,1 bathroom,98 sqm,"6,150,000 EGP"
Chalet,Chalet for sale two rooms super lux finishing 350 thousand,"Azha, Al Ain Al Sokhna, Suez",2 bedrooms,2 bathrooms,100 sqm,"350,000 EGP"
Villa,"Villa in the heart of the 5th settlement , view on the lake","Azzar, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,206 sqm,"1,110,000 EGP"
Villa,"Amazing Sea View fully finished Villa, Alamein North Coast","Mazarine, New Alamein City, North Coast",5 bedrooms,4 bathrooms,417 sqm,"8,400,000 EGP"
Chalet,North Coast- Blanca Marassi,"Marassi, Sidi Abdel Rahman, North Coast",4 bedrooms,2 bathrooms,187 sqm,Ask for price
Villa,i villa in icity october prime location with 5%d.p,"Mountain View iCity October, 6 October Compounds, 6 October City, Giza",3 bedrooms,2 bathrooms,210 sqm,"200,000 EGP"
Apartment,Apartment for immediate receipt in front of Katameya Dunes directly and the ninety,"Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",3 bedrooms,3 bathrooms,200 sqm,Ask for price
Apartment,Licensed compound l Delvery 2024 l installments over 5 years,"Green Plaza St., Smouha, Hay Sharq, Alexandria",3 bedrooms,2 bathrooms,170 sqm,"2,720,000 EGP"
Villa,ready to move stand-alone villa in Stone Park Compound 30%DP,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",8 bedrooms,8 bathrooms,881 sqm,"5,100,000 EGP"
Apartment,Duplex luxury furnished apartment | Cornish Maadi | 550 SQM,"Cornish El Nile St., Maadi, Hay El Maadi, Cairo",3 bedrooms,4 bathrooms,380 sqm,"8,500,000 EGP"
Apartment,Own Your Apartment Now with DP. 14% Over 7 years At Taj City,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,110 sqm,"2,500,000 EGP"
Villa,Villa for sale 268m in Bianca project - New Zayed,"New Zayed City, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,268 sqm,"2,600,000 EGP"
Villa,twin house 530m² in Royal Meadows,"Royal Meadows, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",8 bedrooms,8 bathrooms,530 sqm,"5,400,000 EGP"
Villa,twin villa redy to move in paros isalnd sea view,"Mountain View, Ras Al Hekma, North Coast",3 bedrooms,3 bathrooms,338 sqm,"3,500,000 EGP"
Duplex,Duplex 265 meters for sale in Andalus Buildings with facilities,"Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",3 bedrooms,4 bathrooms,265 sqm,"2,000,000 EGP"
Apartment,"Duplex apartment in Narges, 6 villas,","Al Narges 6, Al Narges, New Cairo City, Cairo",3 bedrooms,3 bathrooms,310 sqm,"4,000,000 EGP"
Apartment,116m|2BR|20%DP|7k Monthly|Club H. Free|Over 10 Y,"Yaru new capital Compound, New Capital Compounds, New Capital City, Cairo",2 bedrooms,2 bathrooms,116 sqm,"1,133,000 EGP"
Villa,Standalone villa 400m for sale in madinaty City,"Madinaty, Cairo",4 bedrooms,4 bathrooms,400 sqm,"16,000,000 EGP"
Apartment,Ground floor with garden for sale in swan lake residence compound,"Swan Lake Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,188 sqm,"7,600,000 EGP"
Villa,"Villa for sale with 10%DP for quick sale in Stone Park, New Cairo","Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,3 bathrooms,280 sqm,"1,547,000 EGP"
Apartment,OIA offer cash installments with a 10% down payment in New Capital,"Oia, New Capital Compounds, New Capital City, Cairo",3 bedrooms,3 bathrooms,165 sqm,"2,103,750 EGP"
Townhouse,"TownHouse Fully Finished - 300,000 Down Payment","Monte Napoleone, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,3 bathrooms,218 sqm,"3,000,000 EGP"
Apartment,"One Bedroom Apartment in New Giza, Jasperlakes.","New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",1 bedroom,2 bathrooms,90 sqm,"2,300,000 EGP"
Chalet,chalet ground floor in hacienda bay fully finished,"Hacienda Bay, Sidi Abdel Rahman, North Coast",2 bedrooms,2 bathrooms,120 sqm,"4,500,000 EGP"
Villa,"villa in the new Rabwa compound, a fully finished","Al Rabwa, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",4 bedrooms,4 bathrooms,840 sqm,"14,000,000 EGP"
Villa,فيلا ريسيل ميفيدا س لوكس مفروشة مكيفة حمام سباحة,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,6 bathrooms,500 sqm,"30,000,000 EGP"
Apartment,Garden Loft in Amberville New Giza for sale,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",3 bedrooms,3 bathrooms,276 sqm,"9,700,000 EGP"
Apartment,Apartments 142 m for sale Lakeview Residence,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,3 bathrooms,142 sqm,"2,550,000 EGP"
Villa,Villa 575 M Semi Finished - Direct Pool View,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,5 bathrooms,575 sqm,"11,000,000 EGP"
Apartment,"Apartment in Violet, super lux finishing buildings","El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",3 bedrooms,2 bathrooms,185 sqm,"1,800,000 EGP"
Apartment,Apartment 142M in Lake View Residence in New Cairo,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,3 bathrooms,142 sqm,"2,650,000 EGP"
Penthouse,penthouse fully furnished with ACs in la vista bay,"La Vista Bay, La Vista, Qesm Ad Dabaah, North Coast",4 bedrooms,3 bathrooms,180 sqm,"4,500,000 EGP"
Twin House,"TwinHouse310m+Garden,ACs,Kitchen in Villette Sodic","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,3 bathrooms,310 sqm,"14,000,000 EGP"
Townhouse,Townhouse fully finished lagoon view with D.P 5% .,"Cali Coast, Ras Al Hekma, North Coast",3 bedrooms,3 bathrooms,164 sqm,"200,000 EGP"
Townhouse,Townhouse for sale in Hacienda Bay North Coast,"Hacienda Bay, Sidi Abdel Rahman, North Coast",5 bedrooms,5 bathrooms,365 sqm,"9,000,000 EGP"
Chalet,For sale Chalet - Marassi - Marina 2 - pool view,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,171 sqm,"13,500,000 EGP"
Apartment,apartment for sale in Al Khamayel Compound,"Al Khamayel city, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,2 bathrooms,180 sqm,"2,350,000 EGP"
Villa,Lovely big villa 1280m with pool 4sale mirage city,"Mirage City, The 1st Settlement, New Cairo City, Cairo",5 bedrooms,5 bathrooms,"1,280 sqm","50,000,000 EGP"
Apartment,Apartment for sale in shourouk with garden,"2nd Neighborhood, 2nd Area, Shorouk City, Cairo",3 bedrooms,2 bathrooms,136 sqm,"1,013,200 EGP"
Apartment,Landscape View-down payment 15%-payment facilities,"14th of May Bridge, Smouha, Hay Sharq, Alexandria",3 bedrooms,3 bathrooms,179 sqm,"3,069,250 EGP"
Penthouse,بنتهاس ناصية321 م بحمام سباحة خاص تقسيمة مميزة جدا,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,321 sqm,Ask for price
Penthouse,Penthouse For Sale In Marassi Emaar,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,2 bathrooms,231 sqm,"8,500,000 EGP"
Townhouse,Townhouse | Ivory Hills New Giza | 2nd row golf,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",4 bedrooms,4 bathrooms,470 sqm,"9,000,000 EGP"
Duplex,Premium duplex | Corner | Garden 300 sqm,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,4 bathrooms,248 sqm,"6,300,000 EGP"
Villa,For sale villa in marina 7 super lux,"Marina 7, Marina, Al Alamein, North Coast",3 bedrooms,3 bathrooms,400 sqm,"8,000,000 EGP"
Apartment,Apartment for sale 153 m fully finished,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",3 bedrooms,2 bathrooms,153 sqm,"2,300,000 EGP"
Chalet,Ground + 120m Garden | Furnished | Landscape View,"Amwaj, Al Alamein, North Coast",2 bedrooms,1 bathroom,106 sqm,"3,000,000 EGP"
Apartment,Apartment 170 SQM For Sale In Galleria Moon Valley,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3 bedrooms,3 bathrooms,170 sqm,"3,800,000 EGP"
Chalet,Ground chalet Nautical for sale - Blumar,"Bluemar Wadi Degla, Sidi Abdel Rahman, North Coast",3 bedrooms,2 bathrooms,110 sqm,"1,800,000 EGP"
Apartment,بنت هاوس متشطب بالتكييف استلام ڤيو بحرى قسط ٨ سنين,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,187 sqm,"705,000 EGP"
Twin House,Your twin is ready in lavista before you receive,"La Vista City, New Capital Compounds, New Capital City, Cairo",4 bedrooms,3 bathrooms,259 sqm,"10,500,000 EGP"
Chalet,Best priced ground chalet in SEASHELL NORTH COAST,"Seashell, Al Alamein, North Coast",3 bedrooms,3 bathrooms,195 sqm,"5,750,000 EGP"
Villa,Palace for sale Valencia Marassi 2nd raw Sea,"Marassi, Sidi Abdel Rahman, North Coast",8 bedrooms,8 bathrooms,"1,410 sqm","82,000,000 EGP"
Chalet,own your duplex fully finished wz down payment 5%.,"Cali Coast, Ras Al Hekma, North Coast",3 bedrooms,3 bathrooms,170 sqm,"160,000 EGP"
Apartment,Apartment 109 m Smouha (Morouj Compound),"14th of May Bridge, Smouha, Hay Sharq, Alexandria",2 bedrooms,2 bathrooms,109 sqm,"2,081,900 EGP"
Apartment,apartment fully finished at horeya street merghany,"Al Nozha St., Almazah, Heliopolis - Masr El Gedida, Cairo",3 bedrooms,3 bathrooms,227 sqm,"4,000,000 EGP"
Twin House,توين هاوس للبيع بكمبوند ليك فيو - القاهره الجديده,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,3 bathrooms,740 sqm,"19,000,000 EGP"
Chalet,Chalet for sale in Marassi North Coast,"Marassi, Sidi Abdel Rahman, North Coast",Studio,1 bathroom,74 sqm,"5,500,000 EGP"
Chalet,For sale chalet sea view- Blumar Wadi Degla,"Bluemar Wadi Degla, Sidi Abdel Rahman, North Coast",3 bedrooms,2 bathrooms,114 sqm,"2,000,000 EGP"
Penthouse,penthouse for sale in villette very prme location,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,286 sqm,"5,500,000 EGP"
Apartment,for sale G_cribs 60m prime locationfor 2.5,"G Cribs, Al Gouna, Hurghada, Red Sea",1 bedroom,1 bathroom,60 sqm,"2,500,000 EGP"
iVilla,I villa garden for sale in mountain view hyde park,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,287 sqm,"5,900,000 EGP"
Chalet,شالية للبيع في مراسي مارينا 2 بالساحل الشمالي .,"Marassi, Sidi Abdel Rahman, North Coast",2 bedrooms,2 bathrooms,124 sqm,"8,750,000 EGP"
Villa,Prime location jade for sale in Ivory Hills,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",4 bedrooms,5 bathrooms,382 sqm,"12,000,000 EGP"
Villa,Prime location jade for sale in Ivory Hills,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",4 bedrooms,5 bathrooms,382 sqm,"12,000,000 EGP"
Villa,فيلا 500متر بحديقة في كومبوندعلي شارع التسعيين,"One Piece, North Teseen St., The 5th Settlement, New Cairo City, Cairo",5 bedrooms,7 bathrooms,500 sqm,"6,500,000 EGP"
Apartment,"Apartment for sale, L'avenir, Mostakbal city","L'avenir, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,3 bathrooms,160 sqm,"1,700,000 EGP"
Penthouse,penthouse for sale The Square Delivered new Cairo,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,170 sqm,"2,500,000 EGP"
Villa,Villa for sale in the second row of a sandy lake,"Marina 4, Marina, Al Alamein, North Coast",5 bedrooms,5 bathrooms,800 sqm,"6,500,000 EGP"
Villa,Palmhills Golf Extension | Villa | prime location,"Palm Hills Golf Extension, Al Wahat Road, 6 October City, Giza",4 bedrooms,5 bathrooms,520 sqm,"33,000,000 EGP"
Chalet,For sale & rent 3bed chalet - Marassi - Blanca,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,2 bathrooms,140 sqm,"9,700,000 EGP"
Apartment,Apartment 135 m Smouha (Morouj Compound),"14th of May Bridge, Smouha, Hay Sharq, Alexandria",3 bedrooms,2 bathrooms,135 sqm,"2,400,000 EGP"
Chalet,Ground + Garden | Furnished | Pool View | 2 Beds,"Amwaj, Al Alamein, North Coast",2 bedrooms,1 bathroom,108 sqm,"3,200,000 EGP"
Villa,Standalone VGK Fully finished New Cairo,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",4 bedrooms,4 bathrooms,265 sqm,"8,200,000 EGP"
Apartment,Apartment for sale 2 rooms fully finished,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",2 bedrooms,2 bathrooms,111 sqm,Ask for price
Duplex,دوبلكس استلام فوري بسعر مغري في بيت الوطن بالتقسيط,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,500 sqm,"2,500,000 EGP"
Twin House,توين هاوس لوفت مرحلة جديدة ف جون سوديك بمقدم 5%,"June, Ras Al Hekma, North Coast",3 bedrooms,3 bathrooms,130 sqm,"6,000,000 EGP"
Chalet,Lowest Senior Upper Chalet in Hacienda bay,"Hacienda Bay, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,200 sqm,"4,200,000 EGP"
Chalet,BEACH FRONT FURNISHED CHALET IN A (5) STARS RESORT,"Ocean Breeze, Sahl Hasheesh, Hurghada, Red Sea",Studio,1 bathroom,48 sqm,"900,000 EGP"
Townhouse,READY TO MOVE IN|SUPER LUX|INST. OVER 10 YEARS,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",4 bedrooms,3 bathrooms,387 sqm,"7,200,000 EGP"
Apartment,Apartment for sale at Zayed Regency Prime location,"Zayed Regency, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",2 bedrooms,2 bathrooms,130 sqm,"3,000,000 EGP"
Apartment,Chalet for sale in the worlds 5% down payment only,"Downtown, New Alamein City, North Coast",2 bedrooms,2 bathrooms,157 sqm,"3,900,000 EGP"
Duplex,duplex for sale in reportage mostakbal city 190SQM,"Monte Napoleone, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,4 bathrooms,190 sqm,"1,700,000 EGP"
Villa,Luxury Villa 850 M Direct Lakes View- Private Pool,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",8 bedrooms,8 bathrooms,850 sqm,"33,000,000 EGP"
Twin House,1st Row | Finished | Direct Sea View | Spacious,"La Vista Bay, La Vista, Qesm Ad Dabaah, North Coast",4 bedrooms,4 bathrooms,260 sqm,Ask for price
Penthouse,Penthouse Directly on the Lagoon - INSTALLMENTS,"D Bay, Qesm Marsa Matrouh, North Coast",3 bedrooms,3 bathrooms,170 sqm,"370,000 EGP"
Villa,إستثمر في فيلا 4 غرف كاملة التشطيب بالشروق,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",4 bedrooms,4 bathrooms,240 sqm,"300,000 EGP"
Apartment,Apartment for sale in Garden city,"Dr Mostafa Al Diwany St., Garden City, Cairo",3 bedrooms,2 bathrooms,160 sqm,"4,500,000 EGP"
Apartment,شقه للبيع فى النزهه الجديده فاخره جدا,"Al Nozha, 9th District, New Heliopolis, Cairo",2 bedrooms,1 bathroom,140 sqm,"1,550,000 EGP"
Apartment,Apartment for sale-fully finished in fith square,"Fifth Square, North Investors Area, New Cairo City, Cairo",3 bedrooms,2 bathrooms,172 sqm,"2,950,000 EGP"
Chalet,For Sale Chalet - Marassi - Marina 2 - North Coast,"Marassi, Sidi Abdel Rahman, North Coast",2 bedrooms,2 bathrooms,125 sqm,"8,500,000 EGP"
Duplex,DUPLEX FULLY FINISHED + ACs + Pool,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",6 bedrooms,6 bathrooms,480 sqm,"6,950,000 EGP"
Twin House,فيلا توين هاوس للبيع في كمباوند بيلاجيو بالتجمع,"Bellagio, Ext North Inves Area, New Cairo City, Cairo",4 bedrooms,3 bathrooms,500 sqm,"10,000,000 EGP"
Hotel Apartment,شقة بالفورسيزون لاصحاب القامات الرفيعة ترى البحر,"San Stefano Grand Plaza, San Stefano, Hay Sharq, Alexandria",2 bedrooms,2 bathrooms,136 sqm,"6,500,000 EGP"
Chalet,Chalet 2 beds fully finished with Downpayment 5% .,"Cali Coast, Ras Al Hekma, North Coast",2 bedrooms,2 bathrooms,101 sqm,"100,000 EGP"
